id,churn_probability,risk_level,primary_threshold,above_primary_threshold,actual_churn,positive_driver_1,positive_driver_1_shap,positive_driver_1_abs_shap,positive_driver_1_value,positive_driver_1_type,positive_driver_2,positive_driver_2_shap,positive_driver_2_abs_shap,positive_driver_2_value,positive_driver_2_type,positive_driver_3,positive_driver_3_shap,positive_driver_3_abs_shap,positive_driver_3_value,positive_driver_3_type,positive_driver_4,positive_driver_4_shap,positive_driver_4_abs_shap,positive_driver_4_value,positive_driver_4_type,positive_driver_5,positive_driver_5_shap,positive_driver_5_abs_shap,positive_driver_5_value,positive_driver_5_type,negative_driver_1,negative_driver_1_shap,negative_driver_1_abs_shap,negative_driver_1_value,negative_driver_1_type,negative_driver_2,negative_driver_2_shap,negative_driver_2_abs_shap,negative_driver_2_value,negative_driver_2_type,negative_driver_3,negative_driver_3_shap,negative_driver_3_abs_shap,negative_driver_3_value,negative_driver_3_type,negative_driver_4,negative_driver_4_shap,negative_driver_4_abs_shap,negative_driver_4_value,negative_driver_4_type,negative_driver_5,negative_driver_5_shap,negative_driver_5_abs_shap,negative_driver_5_value,negative_driver_5_type
54106,0.012829690587617501,Below Primary Threshold,0.1,False,0,total_activity_pct_change_7_to_8,0.6809605,0.6809605,-0.5141336786981249,Risk-increasing contribution,last_day_rch_amt_8,0.3730556,0.3730556,0.0,Risk-increasing contribution,voice_rech_recency_8,0.16518849,0.16518849,5.0,Risk-increasing contribution,std_ic_t2f_mou_6,0.08829282,0.08829282,3.9,Risk-increasing contribution,spl_ic_mou_8,0.055262752,0.055262752,0.0,Risk-increasing contribution,total_activity_8,-0.42141315,0.42141315,172.57,Risk-reducing contribution,aon,-0.36528146,0.36528146,2939.0,Risk-reducing contribution,std_ic_t2f_mou_8,-0.28424752,0.28424752,3.38,Risk-reducing contribution,total_ic_mou_8,-0.2757949,0.2757949,135.48,Risk-reducing contribution,total_ic_mou_min_6_8,-0.2201613,0.2201613,106.11,Risk-reducing contribution
57580,0.3331330669649401,High,0.1,True,0,roam_og_mou_8,0.7667605,0.7667605,5.08,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.54247826,0.54247826,-0.5162511607971998,Risk-increasing contribution,last_day_rch_amt_8,0.5101255,0.5101255,0.0,Risk-increasing contribution,roam_ic_mou_8,0.17164442,0.17164442,5.91,Risk-increasing contribution,spl_ic_mou_8,0.08379516,0.08379516,0.0,Risk-increasing contribution,total_activity_8,-0.1955624,0.1955624,67.72,Risk-reducing contribution,total_ic_mou_8,-0.19213195,0.19213195,43.53,Risk-reducing contribution,total_ic_mou_min_6_8,-0.110710375,0.110710375,42.03,Risk-reducing contribution,loc_og_t2f_mou_8,-0.100605406,0.100605406,2.03,Risk-reducing contribution,total_voice_mou_8,-0.069730625,0.069730625,67.72,Risk-reducing contribution
32843,0.0018814830005034631,Below Primary Threshold,0.1,False,0,arpu_std_6_8,0.09583091,0.09583091,270.31237754042183,Risk-increasing contribution,roam_og_mou_std_6_8,0.08967336,0.08967336,49.58704154200862,Risk-increasing contribution,arpu_change_6_to_8,0.086347945,0.086347945,600.392,Risk-increasing contribution,total_rech_num_8,0.052942187,0.052942187,11.0,Risk-increasing contribution,recharge_count_min_6_8,0.045913562,0.045913562,5.0,Risk-increasing contribution,voice_rech_recency_8,-0.93125385,0.93125385,1.0,Risk-reducing contribution,total_activity_8,-0.6091805,0.6091805,1706.15,Risk-reducing contribution,last_day_rch_amt_8,-0.59502363,0.59502363,144.0,Risk-reducing contribution,aon,-0.4180162,0.4180162,3651.0,Risk-reducing contribution,total_ic_mou_8,-0.35613206,0.35613206,201.81,Risk-reducing contribution
30271,0.47119862098687626,High,0.1,True,1,total_activity_pct_change_7_to_8,0.7602658,0.7602658,-0.8974358974358974,Risk-increasing contribution,total_activity_8,0.51573473,0.51573473,12.04,Risk-increasing contribution,last_day_rch_amt_8,0.42153683,0.42153683,0.0,Risk-increasing contribution,voice_rech_recency_8,0.21385425,0.21385425,5.0,Risk-increasing contribution,aon,0.20118284,0.20118284,293.0,Risk-increasing contribution,total_voice_mou_8,-0.213294,0.213294,12.04,Risk-reducing contribution,roam_og_mou_8,-0.11590241,0.11590241,0.0,Risk-reducing contribution,std_ic_mou_std_6_8,-0.062109593,0.062109593,0.0,Risk-reducing contribution,total_og_mou_pct_change_7_to_8,-0.05161913,0.05161913,-0.9500073303034746,Risk-reducing contribution,arpu_avg_6_8,-0.041493393,0.041493393,91.421,Risk-reducing contribution
31429,0.014210375602200948,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.13087717,0.13087717,6.0,Risk-increasing contribution,total_rech_num_7,0.0886336,0.0886336,17.0,Risk-increasing contribution,recharge_count_std_6_8,0.077980906,0.077980906,4.496912521077348,Risk-increasing contribution,total_rech_num_8,0.062190346,0.062190346,7.0,Risk-increasing contribution,recharge_count_min_6_8,0.056401893,0.056401893,7.0,Risk-increasing contribution,total_activity_8,-0.5645441,0.5645441,284.3,Risk-reducing contribution,last_day_rch_amt_8,-0.3315226,0.3315226,50.0,Risk-reducing contribution,total_ic_mou_8,-0.29445925,0.29445925,112.26,Risk-reducing contribution,roam_og_mou_8,-0.23671155,0.23671155,0.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.21002892,0.21002892,112.26,Risk-reducing contribution
16218,0.0017049856837969553,Below Primary Threshold,0.1,False,0,total_activity_change_7_to_8,0.07701303,0.07701303,-365.5499999999997,Risk-increasing contribution,arpu_avg_6_8,0.06692126,0.06692126,453.45666666666665,Risk-increasing contribution,spl_og_mou_7,0.050410073,0.050410073,44.18,Risk-increasing contribution,loc_og_mou_change_7_to_8,0.047243956,0.047243956,29.55000000000001,Risk-increasing contribution,total_ic_mou_change_7_to_8,0.03489102,0.03489102,-98.03,Risk-increasing contribution,total_activity_8,-0.5653927,0.5653927,1558.36,Risk-reducing contribution,last_day_rch_amt_8,-0.4379921,0.4379921,61.0,Risk-reducing contribution,total_ic_mou_8,-0.32717216,0.32717216,181.71,Risk-reducing contribution,total_ic_mou_min_6_8,-0.31040585,0.31040585,181.71,Risk-reducing contribution,voice_rech_recency_8,-0.28965738,0.28965738,2.0,Risk-reducing contribution
60732,0.002702733348338959,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.04199594,0.04199594,7.0,Risk-increasing contribution,loc_og_t2m_mou_7,0.041849468,0.041849468,35.21,Risk-increasing contribution,max_rech_amt_8,0.034411564,0.034411564,20.0,Risk-increasing contribution,loc_ic_t2f_mou_6,0.025781306,0.025781306,0.0,Risk-increasing contribution,recharge_count_min_6_8,0.025102286,0.025102286,5.0,Risk-increasing contribution,voice_rech_recency_8,-0.96387947,0.96387947,0.0,Risk-reducing contribution,spl_ic_mou_8,-0.5934148,0.5934148,0.21,Risk-reducing contribution,total_activity_8,-0.37121734,0.37121734,82.53999999999999,Risk-reducing contribution,roam_og_mou_8,-0.3358642,0.3358642,0.0,Risk-reducing contribution,total_ic_mou_8,-0.2639503,0.2639503,32.66,Risk-reducing contribution
24784,0.004588658014837717,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.10744796,0.10744796,6.0,Risk-increasing contribution,std_ic_mou_std_6_8,0.07256438,0.07256438,20.412679610695136,Risk-increasing contribution,loc_ic_t2m_mou_8,0.044659734,0.044659734,67.18,Risk-increasing contribution,spl_ic_mou_8,0.028856752,0.028856752,0.0,Risk-increasing contribution,roam_og_mou_7,0.020484503,0.020484503,0.0,Risk-increasing contribution,last_day_rch_amt_8,-0.5909799,0.5909799,130.0,Risk-reducing contribution,total_activity_8,-0.5634153,0.5634153,245.13,Risk-reducing contribution,total_ic_mou_8,-0.34053263,0.34053263,133.34,Risk-reducing contribution,roam_og_mou_8,-0.22819315,0.22819315,0.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.22580159,0.22580159,50.88,Risk-reducing contribution
66907,0.007932509677785492,Below Primary Threshold,0.1,False,0,last_day_rch_amt_8,0.3812844,0.3812844,0.0,Risk-increasing contribution,voice_rech_recency_8,0.23369321,0.23369321,5.0,Risk-increasing contribution,isd_ic_mou_8,0.2020947,0.2020947,11.54,Risk-increasing contribution,total_rech_num_7,0.06437185,0.06437185,0.0,Risk-increasing contribution,std_ic_mou_std_6_8,0.051758636,0.051758636,13.104917652036836,Risk-increasing contribution,total_activity_8,-0.5546223,0.5546223,977.45,Risk-reducing contribution,total_ic_mou_min_6_8,-0.3926068,0.3926068,51.56,Risk-reducing contribution,aon,-0.33166024,0.33166024,2390.0,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.31934905,0.31934905,5.677027119338754,Risk-reducing contribution,total_ic_mou_8,-0.3177549,0.3177549,104.13,Risk-reducing contribution
66849,0.004563361778965195,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.13000546,0.13000546,16.0,Risk-increasing contribution,arpu_std_6_8,0.12503853,0.12503853,578.21771449477,Risk-increasing contribution,loc_ic_t2m_mou_8,0.07762852,0.07762852,632.29,Risk-increasing contribution,std_ic_mou_change_6_to_8,0.07118868,0.07118868,-82.5,Risk-increasing contribution,std_og_mou_pct_change_6_to_8,0.06308485,0.06308485,7.577213892092785,Risk-increasing contribution,voice_rech_recency_8,-1.1489496,1.1489496,1.0,Risk-reducing contribution,last_day_rch_amt_8,-0.5961839,0.5961839,130.0,Risk-reducing contribution,total_activity_8,-0.5652656,0.5652656,2298.67,Risk-reducing contribution,total_ic_mou_8,-0.3491362,0.3491362,725.09,Risk-reducing contribution,total_ic_mou_min_6_8,-0.32787496,0.32787496,725.09,Risk-reducing contribution
15278,0.8314992811708771,Very High,0.1,True,1,total_activity_8,1.6290958,1.6290958,0.0,Risk-increasing contribution,total_ic_mou_8,0.74764293,0.74764293,0.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.2697545,0.2697545,0.0,Risk-increasing contribution,last_day_rch_amt_8,0.22554907,0.22554907,0.0,Risk-increasing contribution,aon,0.14831291,0.14831291,369.0,Risk-increasing contribution,loc_ic_mou_change_6_to_8,-0.09272966,0.09272966,-15.76,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.070105135,0.070105135,-0.0296725950017562,Risk-reducing contribution,roam_og_mou_8,-0.061574407,0.061574407,0.0,Risk-reducing contribution,recharge_count_std_6_8,-0.033848587,0.033848587,0.4714045207910317,Risk-reducing contribution,loc_og_t2m_mou_8,-0.032936692,0.032936692,0.0,Risk-reducing contribution
51466,0.07264606968353164,Below Primary Threshold,0.1,False,0,total_activity_pct_change_7_to_8,1.0690938,1.0690938,-0.8051275286894584,Risk-increasing contribution,last_day_rch_amt_8,0.41133463,0.41133463,0.0,Risk-increasing contribution,total_ic_mou_pct_change_7_to_8,0.17845596,0.17845596,-0.9001147258320978,Risk-increasing contribution,total_ic_mou_change_6_to_8,0.17085186,0.17085186,-1053.2600000000002,Risk-increasing contribution,voice_rech_recency_8,0.07779828,0.07779828,6.0,Risk-increasing contribution,total_activity_8,-0.4101788,0.4101788,325.02,Risk-reducing contribution,total_ic_mou_8,-0.20076331,0.20076331,148.88,Risk-reducing contribution,total_ic_mou_min_6_8,-0.19598335,0.19598335,148.88,Risk-reducing contribution,aon,-0.19505304,0.19505304,1643.0,Risk-reducing contribution,max_rech_amt_8,-0.17240873,0.17240873,154.0,Risk-reducing contribution
11396,0.002412261717839485,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.12017128,0.12017128,8.0,Risk-increasing contribution,std_ic_t2f_mou_6,0.0973481,0.0973481,1.76,Risk-increasing contribution,std_ic_mou_std_6_8,0.06511477,0.06511477,15.83260419373754,Risk-increasing contribution,spl_ic_mou_8,0.026038948,0.026038948,0.0,Risk-increasing contribution,loc_ic_t2f_mou_7,0.025272273,0.025272273,61.06,Risk-increasing contribution,total_activity_8,-0.56013143,0.56013143,555.62,Risk-reducing contribution,std_ic_t2f_mou_8,-0.42752078,0.42752078,11.61,Risk-reducing contribution,last_day_rch_amt_8,-0.39563084,0.39563084,130.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.3577936,0.3577936,257.44,Risk-reducing contribution,total_ic_mou_8,-0.34204194,0.34204194,257.44,Risk-reducing contribution
8044,0.01405544961980088,Below Primary Threshold,0.1,False,0,arpu_std_6_8,0.0856379,0.0856379,127.98355153777466,Risk-increasing contribution,aon,0.07082991,0.07082991,404.0,Risk-increasing contribution,recharge_count_min_6_8,0.0705023,0.0705023,6.0,Risk-increasing contribution,voice_rech_recency_8,0.061227575,0.061227575,6.0,Risk-increasing contribution,std_og_t2m_mou_6,0.05715902,0.05715902,884.06,Risk-increasing contribution,last_day_rch_amt_8,-0.62074083,0.62074083,252.0,Risk-reducing contribution,total_activity_8,-0.58069074,0.58069074,1103.79,Risk-reducing contribution,roam_og_mou_8,-0.25936264,0.25936264,0.0,Risk-reducing contribution,vol_3g_mb_8,-0.25306365,0.25306365,795.41,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.25158343,0.25158343,0.1977667816915163,Risk-reducing contribution
17908,0.0012468346288339476,Below Primary Threshold,0.1,False,0,last_day_rch_amt_8,0.18345699,0.18345699,0.0,Risk-increasing contribution,voice_rech_recency_8,0.09197062,0.09197062,7.0,Risk-increasing contribution,std_ic_mou_pct_change_7_to_8,0.062794834,0.062794834,34.86666666666667,Risk-increasing contribution,spl_og_mou_7,0.05117998,0.05117998,20.04,Risk-increasing contribution,loc_og_t2m_mou_8,0.025959918,0.025959918,77.56,Risk-increasing contribution,spl_ic_mou_8,-1.3790389,1.3790389,0.9,Risk-reducing contribution,total_activity_8,-0.4912605,0.4912605,469.35,Risk-reducing contribution,total_ic_mou_8,-0.290214,0.290214,243.66,Risk-reducing contribution,total_ic_mou_min_6_8,-0.28824964,0.28824964,172.41,Risk-reducing contribution,std_ic_t2f_mou_8,-0.27126276,0.27126276,4.09,Risk-reducing contribution
22015,0.0013256755670318014,Below Primary Threshold,0.1,False,0,spl_ic_mou_8,0.030403333,0.030403333,0.0,Risk-increasing contribution,voice_rech_recency_7,0.026423022,0.026423022,0.0,Risk-increasing contribution,spl_og_mou_7,0.025828006,0.025828006,2.94,Risk-increasing contribution,total_og_mou_pct_change_7_to_8,0.02308033,0.02308033,0.3997651893161138,Risk-increasing contribution,loc_og_t2m_mou_8,0.022593811,0.022593811,73.11,Risk-increasing contribution,last_day_rch_amt_8,-0.57616514,0.57616514,175.0,Risk-reducing contribution,total_activity_8,-0.57413334,0.57413334,1066.57,Risk-reducing contribution,total_ic_mou_min_6_8,-0.3491601,0.3491601,115.44,Risk-reducing contribution,total_ic_mou_8,-0.32272288,0.32272288,121.54,Risk-reducing contribution,vol_3g_mb_8,-0.274397,0.274397,817.29,Risk-reducing contribution
10948,0.025651483801962728,Below Primary Threshold,0.1,False,0,last_day_rch_amt_8,0.37915185,0.37915185,0.0,Risk-increasing contribution,aon,0.25814915,0.25814915,258.0,Risk-increasing contribution,voice_rech_recency_8,0.1734057,0.1734057,5.0,Risk-increasing contribution,std_ic_mou_std_6_8,0.07689935,0.07689935,16.684276696605366,Risk-increasing contribution,std_ic_t2f_mou_6,0.070957,0.070957,6.65,Risk-increasing contribution,total_activity_8,-0.49235877,0.49235877,244.32,Risk-reducing contribution,total_ic_mou_8,-0.32733986,0.32733986,145.34,Risk-reducing contribution,ic_others_8,-0.2729964,0.2729964,0.36,Risk-reducing contribution,total_ic_mou_min_6_8,-0.26111346,0.26111346,94.18,Risk-reducing contribution,roam_og_mou_8,-0.20337768,0.20337768,0.0,Risk-reducing contribution
5958,0.883715923198043,Very High,0.1,True,1,total_activity_8,1.7757459,1.7757459,0.0,Risk-increasing contribution,total_ic_mou_8,0.6745308,0.6745308,0.0,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.29025662,0.29025662,-1.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.22602329,0.22602329,0.0,Risk-increasing contribution,last_day_rch_amt_8,0.20838054,0.20838054,0.0,Risk-increasing contribution,roam_og_mou_8,-0.056128893,0.056128893,0.0,Risk-reducing contribution,arpu_std_6_8,-0.051164694,0.051164694,85.09690025429181,Risk-reducing contribution,recharge_value_per_transaction_8,-0.046387114,0.046387114,0.0,Risk-reducing contribution,total_rech_num_8,-0.044965148,0.044965148,1.0,Risk-reducing contribution,voice_rech_recency_7,-0.03692119,0.03692119,15.0,Risk-reducing contribution
32969,0.01500141656607203,Below Primary Threshold,0.1,False,0,total_ic_mou_min_6_8,0.14949025,0.14949025,0.15,Risk-increasing contribution,total_ic_mou_7,0.088695124,0.088695124,0.15,Risk-increasing contribution,loc_ic_mou_8,0.05733342,0.05733342,0.0,Risk-increasing contribution,onnet_mou_8,0.04858297,0.04858297,0.0,Risk-increasing contribution,total_ic_mou_pct_change_6_to_8,0.047738433,0.047738433,-0.8122977346278317,Risk-increasing contribution,total_activity_8,-0.5797533,0.5797533,3116.83,Risk-reducing contribution,last_day_rch_amt_8,-0.41721147,0.41721147,252.0,Risk-reducing contribution,roam_og_mou_8,-0.24133593,0.24133593,0.0,Risk-reducing contribution,vol_3g_mb_8,-0.2411149,0.2411149,3090.28,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.2319244,0.2319244,1.3788600387721142,Risk-reducing contribution
56220,0.005356645171363754,Below Primary Threshold,0.1,False,0,isd_ic_mou_8,0.28809488,0.28809488,954.94,Risk-increasing contribution,std_ic_t2f_mou_7,0.15266511,0.15266511,17.58,Risk-increasing contribution,ic_others_8,0.11867719,0.11867719,10.64,Risk-increasing contribution,total_ic_mou_change_7_to_8,0.06392986,0.06392986,593.9000000000001,Risk-increasing contribution,total_rech_num_8,0.06206397,0.06206397,10.0,Risk-increasing contribution,voice_rech_recency_8,-1.0474964,1.0474964,1.0,Risk-reducing contribution,total_activity_8,-0.59312403,0.59312403,1652.5700000000002,Risk-reducing contribution,total_ic_mou_min_6_8,-0.3556659,0.3556659,629.29,Risk-reducing contribution,roam_og_mou_8,-0.346091,0.346091,0.0,Risk-reducing contribution,total_ic_mou_8,-0.3443833,0.3443833,1370.43,Risk-reducing contribution
38790,0.013488748051435618,Below Primary Threshold,0.1,False,0,std_ic_t2f_mou_6,0.12519819,0.12519819,9.94,Risk-increasing contribution,total_ic_mou_change_6_to_8,0.11588449,0.11588449,-447.34,Risk-increasing contribution,total_rech_num_8,0.09243906,0.09243906,9.0,Risk-increasing contribution,recharge_count_min_6_8,0.0887029,0.0887029,9.0,Risk-increasing contribution,arpu_std_6_8,0.08156846,0.08156846,110.91982371965796,Risk-increasing contribution,last_day_rch_amt_8,-0.59916407,0.59916407,130.0,Risk-reducing contribution,total_activity_8,-0.5570705,0.5570705,1345.3,Risk-reducing contribution,total_ic_mou_min_6_8,-0.39850655,0.39850655,416.39,Risk-reducing contribution,total_ic_mou_8,-0.34362704,0.34362704,416.39,Risk-reducing contribution,std_ic_t2f_mou_8,-0.3388905,0.3388905,7.38,Risk-reducing contribution
57694,0.04250328365506941,Below Primary Threshold,0.1,False,0,roam_og_mou_8,0.67285055,0.67285055,12.01,Risk-increasing contribution,roam_ic_mou_8,0.4175422,0.4175422,12.26,Risk-increasing contribution,voice_rech_recency_8,0.114197865,0.114197865,4.0,Risk-increasing contribution,roam_og_mou_7,0.08962723,0.08962723,0.0,Risk-increasing contribution,loc_ic_mou_8,0.087960474,0.087960474,46.18,Risk-increasing contribution,last_day_rch_amt_8,-0.5693821,0.5693821,130.0,Risk-reducing contribution,total_activity_8,-0.43380073,0.43380073,310.63,Risk-reducing contribution,aon,-0.33318672,0.33318672,1677.0,Risk-reducing contribution,total_ic_mou_8,-0.22011265,0.22011265,116.79,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.12923679,0.12923679,3.1389740173217846,Risk-reducing contribution
59029,0.5294367443728332,Very High,0.1,True,0,total_activity_pct_change_7_to_8,0.63085306,0.63085306,-0.887432612888867,Risk-increasing contribution,roam_og_mou_8,0.5366504,0.5366504,31.13,Risk-increasing contribution,last_day_rch_amt_8,0.413595,0.413595,0.0,Risk-increasing contribution,total_ic_mou_8,0.21729055,0.21729055,0.88,Risk-increasing contribution,aon,0.19321324,0.19321324,397.0,Risk-increasing contribution,total_activity_8,-0.098798476,0.098798476,22.76,Risk-reducing contribution,total_og_mou_min_6_8,-0.06663468,0.06663468,21.88,Risk-reducing contribution,total_voice_mou_8,-0.05087673,0.05087673,22.76,Risk-reducing contribution,loc_ic_mou_change_6_to_8,-0.037446827,0.037446827,-1.25,Risk-reducing contribution,std_og_t2m_mou_8,-0.037430566,0.037430566,0.0,Risk-reducing contribution
44528,0.0029551104267587884,Below Primary Threshold,0.1,False,0,last_day_rch_amt_8,0.18450011,0.18450011,0.0,Risk-increasing contribution,voice_rech_recency_8,0.09504284,0.09504284,7.0,Risk-increasing contribution,arpu_change_7_to_8,0.08326504,0.08326504,142.114,Risk-increasing contribution,std_ic_mou_change_6_to_8,0.048734657,0.048734657,-65.83000000000001,Risk-increasing contribution,std_ic_mou_std_6_8,0.047065627,0.047065627,52.93151109373949,Risk-increasing contribution,spl_ic_mou_8,-0.9490008,0.9490008,0.26,Risk-reducing contribution,total_activity_8,-0.5171518,0.5171518,867.99,Risk-reducing contribution,total_ic_mou_min_6_8,-0.4603327,0.4603327,386.93,Risk-reducing contribution,total_ic_mou_8,-0.28626552,0.28626552,456.68,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.2524842,0.2524842,0.4123073919198164,Risk-reducing contribution
